route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
01250425-65,20250319,20250319-65-65881,65E - East Gwillimbury GO,,0,MDDS5142,375137,1,1,65E
01250425-33,20250319,20250319-33-33790,33H - Bramalea GO,,0,MDDS5142,375084,1,1,33H
01250425-33,20250319,20250319-33-33701,33E - Georgetown GO,,1,MDDS5142,375093,1,1,33E
01250425-32,20250319,20250319-32-32421,32 - Trinity Common,,1,MDDS5142,375078,1,1,32
01250425-54,20250319,20250319-54-54820,54 - Hwy. 407 Bus Term,,1,MDDS5141,375126,1,1,54
01250425-54,20250319,20250319-54-54781,54 - Mount Joy GO,,0,MDDS5141,375125,1,1,54
01250425-25,20250319,20250319-25-25630,25 - Square One,,0,MDDS5141,375041,1,1,25
01250425-25,20250319,20250319-25-25513,25C - U of Waterloo,,1,MDDS5141,375043,1,1,25C
01250425-94,20250319,20250319-94-94861,94 - Pickering GO,,0,MDDS5140,375693,1,1,94
01250425-94,20250319,20250319-94-94750,94 - Square One,,1,MDDS5140,375692,1,1,94
01250425-96,20250319,20250319-96-96631,96B - DC Oshawa GO,,0,MDDS5140,375694,1,1,96B
01250425-32,20250319,20250319-32-32411,32 - Trinity Common,,1,MDDS5140,375078,1,1,32
01250425-94,20250319,20250319-94-94791,94 - Pickering GO,,0,MDDS5139,375693,1,1,94
01250425-21,20250319,20250319-21-21741,21C - Square One,,1,MDDS5139,375026,1,1,21C
01250425-71,20250319,20250319-71-71650,71E - Union Station,,1,MDDS5139,375155,1,1,71E
01250425-54,20250319,20250319-54-54491,54 - Mount Joy GO,,0,MDDS5139,375125,1,1,54
01250425-47,20250319,20250319-47-47806,47D - Hwy. 407 Bus Term,,0,MDDS5137,375118,1,1,47D
01250425-56,20250319,20250319-56-56512,56A - Square One,,1,MDDS5137,375127,1,1,56A
01250425-27,20250319,20250319-27-27741,27B - Meadowvale GO,,1,MDDS5136,375049,1,1,27B
01250425-47,20250319,20250319-47-47606,47D - Hwy. 407 Bus Term,,0,MDDS5136,375118,1,1,47D
01250425-40,20250319,20250319-40-40461,40 - Hamilton GO,,1,MDDS5136,375104,1,1,40
01250425-47,20250319,20250319-47-47836,47D - Hwy. 407 Bus Term,,0,MDDS5135,375118,1,1,47D
01250425-56,20250319,20250319-56-56530,56 - Oakville GO,,1,MDDS5135,375128,1,1,56
01250425-96,20250319,20250319-96-96441,96B - DC Oshawa GO,,0,MDDS5135,375694,1,1,96B
01250425-47,20250319,20250319-47-47850,47 - Hwy. 407 Bus Term,,0,MDDS5134,375116,1,1,47
01250425-40,20250319,20250319-40-40711,40 - Hamilton GO,,1,MDDS5134,375104,1,1,40
01250425-40,20250319,20250319-40-40590,40 - Richmond Hill Ctr,,0,MDDS5134,375103,1,1,40
01250425-40,20250319,20250319-40-40451,40 - Hamilton GO,,1,MDDS5134,375104,1,1,40
01250425-92,20250319,20250319-92-92760,92 - Yorkdale Term,,1,MDDS5133,375689,1,1,92
01250425-96,20250319,20250319-96-96701,96B - DC Oshawa GO,,0,MDDS5133,375694,1,1,96B
01250425-40,20250319,20250319-40-40570,40 - Richmond Hill Ctr,,0,MDDS5133,375103,1,1,40
01250425-40,20250319,20250319-40-40421,40 - Hamilton GO,,1,MDDS5133,375104,1,1,40
01250425-33,20250319,20250319-33-33742,33B - York Mills Term,,0,MDDS5132,375090,1,1,33B
01250425-33,20250319,20250319-33-33740,33F - Mount Pleasant GO,,0,MDDS5132,375086,1,1,33F
01250425-48,20250319,20250319-48-48531,48 - U of Guelph,,1,MDDS5132,375120,1,1,48
01250425-27,20250319,20250319-27-27411,27B - Meadowvale GO,,1,MDDS5132,375049,1,1,27B
01250425-56,20250319,20250319-56-56650,56 - Oakville GO,,1,MDDS5131,375128,1,1,56
01250425-56,20250319,20250319-56-56431,56 - DC Oshawa GO,,0,MDDS5131,375131,1,1,56
01250425-56,20250319,20250319-56-56680,56 - Oakville GO,,1,MDDS5130,375128,1,1,56
01250425-96,20250319,20250319-96-96541,96B - DC Oshawa GO,,0,MDDS5130,375694,1,1,96B
01250425-36,20250319,20250319-36-36420,36B - York Mills Term,,0,MDDS5130,375095,1,1,36B
01250425-40,20250319,20250319-40-40750,40 - Richmond Hill Ctr,,0,MDDS5129,375103,1,1,40
01250425-40,20250319,20250319-40-40641,40 - Hamilton GO,,1,MDDS5129,375104,1,1,40
01250425-40,20250319,20250319-40-40530,40 - Richmond Hill Ctr,,0,MDDS5129,375103,1,1,40
01250425-40,20250319,20250319-40-40371,40 - Hamilton GO,,1,MDDS5129,375104,1,1,40
01250425-40,20250319,20250319-40-40620,40 - Richmond Hill Ctr,,0,MDDS5128,375103,1,1,40
01250425-41,20250319,20250319-41-41371,41 - Hamilton GO,,1,MDDS5128,375110,1,1,41
01250425-54,20250319,20250319-54-54740,54 - Hwy. 407 Bus Term,,1,MDDS5127,375126,1,1,54
01250425-54,20250319,20250319-54-54661,54 - Mount Joy GO,,0,MDDS5127,375125,1,1,54
01250425-47,20250319,20250319-47-47546,47D - Hwy. 407 Bus Term,,0,MDDS5127,375118,1,1,47D
01250425-21,20250319,20250319-21-21425,21A - Milton GO,,1,MDDS5127,375027,1,1,21A
01250425-47,20250319,20250319-47-47740,47 - Hwy. 407 Bus Term,,0,MDDS5126,375116,1,1,47
01250425-40,20250319,20250319-40-40591,40 - Hamilton GO,,1,MDDS5126,375104,1,1,40
01250425-40,20250319,20250319-40-40460,40 - Richmond Hill Ctr,,0,MDDS5126,375103,1,1,40
01250425-47,20250319,20250319-47-47271,47 - Hamilton GO,,1,MDDS5126,375119,1,1,47
01250425-47,20250319,20250319-47-47726,47D - Hwy. 407 Bus Term,,0,MDDS5125,375118,1,1,47D
01250425-18,20250319,20250319-18-18641,18 - Hamilton GO,,1,MDDS5125,374999,1,1,18
01250425-25,20250319,20250319-25-25510,25 - Square One,,0,MDDS5125,375041,1,1,25
01250425-40,20250319,20250319-40-40341,40 - Hamilton GO,,1,MDDS5125,375104,1,1,40
01250425-47,20250319,20250319-47-47596,47D - Hwy. 407 Bus Term,,0,MDDS5124,375118,1,1,47D
01250425-12,20250319,20250319-12-12532,12B - Burlington GO,,0,MDDS5124,374991,1,1,12B
01250425-12,20250319,20250319-12-12393,12B - Niagara Falls,,1,MDDS5124,374990,1,1,12B
01250425-47,20250319,20250319-47-47213,47D - McMaster U,,1,MDDS5124,375117,1,1,47D
01250425-47,20250319,20250319-47-47576,47D - Hwy. 407 Bus Term,,0,MDDS5123,375118,1,1,47D
01250425-47,20250319,20250319-47-47464,47G - Erin Mills,,0,MDDS5123,375115,1,1,47G
01250425-47,20250319,20250319-47-47265,47G - McMaster U,,1,MDDS5123,375114,1,1,47G
01250425-47,20250319,20250319-47-47203,47D - McMaster U,,1,MDDS5123,375117,1,1,47D
01250425-47,20250319,20250319-47-47113,47D - McMaster U,,1,MDDS5122,375117,1,1,47D
01250425-47,20250319,20250319-47-47516,47D - Hwy. 407 Bus Term,,0,MDDS5121,375118,1,1,47D
01250425-16,20250319,20250319-16-16421,16 - Hamilton GO,,1,MDDS5121,374996,1,1,16
01250425-16,20250319,20250319-16-16400,16 - Union Station,,0,MDDS5121,374995,1,1,16
01250425-41,20250319,20250319-41-41191,41 - Hamilton GO,,1,MDDS5121,375110,1,1,41
01250425-47,20250319,20250319-47-47496,47D - Hwy. 407 Bus Term,,0,MDDS5120,375118,1,1,47D
01250425-47,20250319,20250319-47-47414,47G - Erin Mills,,0,MDDS5120,375115,1,1,47G
01250425-47,20250319,20250319-47-47253,47D - McMaster U,,1,MDDS5120,375117,1,1,47D
01250425-41,20250319,20250319-41-41096,41D - Centennial College,,0,MDDS5120,375113,1,1,41D
01250425-48,20250319,20250319-48-48340,48 - Hwy. 407 Bus Term,,0,MDDS5119,375121,1,1,48
01250425-31,20250319,20250319-31-31131,31B - U of Guelph,,1,MDDS5119,375067,1,1,31B
01250425-47,20250319,20250319-47-47235,47G - McMaster U,,1,MDDS5118,375114,1,1,47G
01250425-47,20250319,20250319-47-47133,47D - McMaster U,,1,MDDS5118,375117,1,1,47D
01250425-54,20250319,20250319-54-54130,54 - Hwy. 407 Bus Term,,1,MDDS5118,375126,1,1,54
01250425-61,20250319,20250319-61-61280,61 - Union Station,,1,MDDS5117,375135,1,1,61
01250425-32,20250319,20250319-32-32152,32B - York Mills Term,,0,MDDS5117,375080,1,1,32B
01250425-40,20250319,20250319-40-40370,40 - Richmond Hill Ctr,,0,MDDS5116,375103,1,1,40
01250425-47,20250319,20250319-47-47185,47G - McMaster U,,1,MDDS5116,375114,1,1,47G
01250425-18,20250319,20250319-18-18340,18 - Aldershot GO,,0,MDDS5116,375001,1,1,18
01250425-47,20250319,20250319-47-47053,47D - McMaster U,,1,MDDS5116,375117,1,1,47D
01250425-92,20250319,20250319-92-92370,92 - Yorkdale Term,,1,MDDS5115,375689,1,1,92
01250425-56,20250319,20250319-56-56201,56 - DC Oshawa GO,,0,MDDS5115,375131,1,1,56
01250425-56,20250319,20250319-56-56024,56B - Oakville GO,,1,MDDS5115,375129,1,1,56B
01250425-70,20250319,20250319-70-70380,70D - Mount Joy GO,,1,MDDS5114,375152,1,1,70D
01250425-70,20250319,20250319-70-70331,70D - Uxbridge,,0,MDDS5114,375154,1,1,70D
01250425-41,20250319,20250319-41-41194,41C - Centennial College,,0,MDDS5114,375112,1,1,41C
01250425-32,20250319,20250319-32-32130,32 - York Mills Term,,0,MDDS5114,375079,1,1,32
01250425-41,20250319,20250319-41-41282,41A - Pickering GO,,0,MDDS5113,375111,1,1,41A
01250425-94,20250319,20250319-94-94210,94 - Square One,,1,MDDS5113,375692,1,1,94
01250425-41,20250319,20250319-41-41012,41A - Pickering GO,,0,MDDS5113,375111,1,1,41A
01250425-41,20250319,20250319-41-41144,41C - Centennial College,,0,MDDS5112,375112,1,1,41C
01250425-32,20250319,20250319-32-32080,32 - York Mills Term,,0,MDDS5112,375079,1,1,32
01250425-71,20250319,20250319-71-71670,71 - Union Station,,1,MDDS5111,375159,1,1,71
01250425-70,20250319,20250319-70-70491,70D - Uxbridge,,0,MDDS5111,375154,1,1,70D
01250425-54,20250319,20250319-54-54441,54 - Mount Joy GO,,0,MDDS5111,375125,1,1,54
01250425-54,20250319,20250319-54-54400,54 - Hwy. 407 Bus Term,,1,MDDS5111,375126,1,1,54
01250425-54,20250319,20250319-54-54321,54 - Mount Joy GO,,0,MDDS5111,375125,1,1,54
01250425-40,20250319,20250319-40-40210,40 - Richmond Hill Ctr,,0,MDDS5111,375103,1,1,40
01250425-47,20250319,20250319-47-47031,47 - Hamilton GO,,1,MDDS5111,375119,1,1,47
01250425-48,20250319,20250319-48-48510,48 - Hwy. 407 Bus Term,,0,MDDS5110,375121,1,1,48
01250425-48,20250319,20250319-48-48351,48 - U of Guelph,,1,MDDS5110,375120,1,1,48
01250425-40,20250319,20250319-40-40230,40 - Richmond Hill Ctr,,0,MDDS5110,375103,1,1,40
01250425-47,20250319,20250319-47-47041,47 - Hamilton GO,,1,MDDS5110,375119,1,1,47
01250425-40,20250319,20250319-40-40180,40 - Richmond Hill Ctr,,0,MDDS5109,375103,1,1,40
01250425-40,20250319,20250319-40-40051,40 - Hamilton GO,,1,MDDS5109,375104,1,1,40
01250425-40,20250319,20250319-40-40340,40 - Richmond Hill Ctr,,0,MDDS5108,375103,1,1,40
01250425-47,20250319,20250319-47-47191,47 - Hamilton GO,,1,MDDS5108,375119,1,1,47
01250425-52,20250319,20250319-52-52150,52A - Hwy. 407 Bus Term,,1,MDDS5108,375124,1,1,52A
01250425-90,20250319,20250319-90-90052,90B - DC Oshawa GO,,0,MDDS5108,375684,1,1,90B
01250425-41,20250319,20250319-41-41210,41 - Pickering GO,,0,MDDS5107,375108,1,1,41
01250425-18,20250319,20250319-18-18051,18C - Hamilton GO,,1,MDDS5107,375000,1,1,18C
01250425-41,20250319,20250319-41-41230,41 - Pickering GO,,0,MDDS5106,375108,1,1,41
01250425-16,20250319,20250319-16-16101,16 - Hamilton GO,,1,MDDS5106,374996,1,1,16
01250425-65,20250319,20250319-65-65062,65A - Union Station,,1,MDDS5106,375141,1,1,65A
01250425-21,20250319,20250319-21-21290,21C - Union Station,,0,MDDS5105,375025,1,1,21C
01250425-40,20250319,20250319-40-40150,40 - Richmond Hill Ctr,,0,MDDS5105,375103,1,1,40
01250425-47,20250319,20250319-47-47021,47 - Hamilton GO,,1,MDDS5105,375119,1,1,47
01250425-40,20250319,20250319-40-40330,40 - Richmond Hill Ctr,,0,MDDS5104,375103,1,1,40
01250425-47,20250319,20250319-47-47125,47G - McMaster U,,1,MDDS5104,375114,1,1,47G
01250425-56,20250319,20250319-56-56030,56 - Oakville GO,,1,MDDS5104,375128,1,1,56
01250425-40,20250319,20250319-40-40290,40 - Richmond Hill Ctr,,0,MDDS5103,375103,1,1,40
01250425-47,20250319,20250319-47-47105,47G - McMaster U,,1,MDDS5103,375114,1,1,47G
01250425-56,20250319,20250319-56-56010,56 - Oakville GO,,1,MDDS5103,375128,1,1,56
01250425-47,20250319,20250319-47-47704,47G - Erin Mills,,0,MDDS5102,375115,1,1,47G
01250425-40,20250319,20250319-40-40561,40 - Hamilton GO,,1,MDDS5102,375104,1,1,40
01250425-54,20250319,20250319-54-54401,54 - Mount Joy GO,,0,MDDS5102,375125,1,1,54
01250425-54,20250319,20250319-54-54320,54 - Hwy. 407 Bus Term,,1,MDDS5102,375126,1,1,54
01250425-41,20250319,20250319-41-41130,41 - Pickering GO,,0,MDDS5102,375108,1,1,41
01250425-40,20250319,20250319-40-40021,40 - Hamilton GO,,1,MDDS5102,375104,1,1,40
01250425-33,20250319,20250319-33-33322,33B - York Mills Term,,0,MDDS5101,375090,1,1,33B
01250425-33,20250319,20250319-33-33320,33F - Mount Pleasant GO,,0,MDDS5101,375086,1,1,33F
01250425-31,20250319,20250319-31-31101,31 - U of Guelph,,1,MDDS5101,375069,1,1,31
01250425-65,20250319,20250319-65-65060,65 - Union Station,,1,MDDS5101,375138,1,1,65
01250425-33,20250319,20250319-33-33921,33A - Brampton Term,,1,MDDS3231,375092,1,1,33A
01250425-36,20250319,20250319-36-36870,36B - York Mills Term,,0,MDDS3231,375095,1,1,36B
01250425-33,20250319,20250319-33-33782,33B - York Mills Term,,0,MDDS3231,375090,1,1,33B
01250425-33,20250319,20250319-33-33780,33G - Mount Pleasant GO,,0,MDDS3231,375082,1,1,33G
01250425-33,20250319,20250319-33-33691,33E - Georgetown GO,,1,MDDS3231,375093,1,1,33E
01250425-33,20250319,20250319-33-33552,33B - York Mills Term,,0,MDDS3231,375090,1,1,33B
01250425-32,20250319,20250319-32-32531,32 - Trinity Common,,1,MDDS3230,375078,1,1,32
01250425-27,20250319,20250319-27-27881,27B - Meadowvale GO,,1,MDDS3229,375049,1,1,27B
01250425-27,20250319,20250319-27-27850,27B - Finch Terminal,,0,MDDS3229,375051,1,1,27B
01250425-33,20250319,20250319-33-33811,33B - Mount Pleasant GO,,1,MDDS3229,375094,1,1,33B
01250425-33,20250319,20250319-33-33690,33A - York Mills Term,,0,MDDS3229,375091,1,1,33A
01250425-32,20250319,20250319-32-32553,32B - Bramalea Term,,1,MDDS3229,375081,1,1,32B
01250425-33,20250319,20250319-33-33492,33B - York Mills Term,,0,MDDS3229,375090,1,1,33B
01250425-33,20250319,20250319-33-33781,33B - Mount Pleasant GO,,1,MDDS3228,375094,1,1,33B
01250425-25,20250319,20250319-25-25570,25 - Square One,,0,MDDS3228,375041,1,1,25
01250425-30,20250319,20250319-30-30451,30 - U of Waterloo,,1,MDDS3228,375057,1,1,30
01250425-33,20250319,20250319-33-33741,33B - Mount Pleasant GO,,1,MDDS3227,375094,1,1,33B
01250425-36,20250319,20250319-36-36640,36B - York Mills Term,,0,MDDS3227,375095,1,1,36B
01250425-32,20250319,20250319-32-32453,32B - Bramalea Term,,1,MDDS3227,375081,1,1,32B
01250425-33,20250319,20250319-33-33442,33B - York Mills Term,,0,MDDS3227,375090,1,1,33B
01250425-36,20250319,20250319-36-36771,36B - Bramalea Term,,1,MDDS3226,375096,1,1,36B
01250425-41,20250319,20250319-41-41642,41B - Centennial College,,0,MDDS3226,375109,1,1,41B
01250425-16,20250319,20250319-16-16461,16 - Hamilton GO,,1,MDDS3226,374996,1,1,16
01250425-33,20250319,20250319-33-33761,33E - Georgetown GO,,1,MDDS3225,375093,1,1,33E
01250425-33,20250319,20250319-33-33640,33A - York Mills Term,,0,MDDS3225,375091,1,1,33A
01250425-33,20250319,20250319-33-33561,33B - Mount Pleasant GO,,1,MDDS3225,375094,1,1,33B
01250425-32,20250319,20250319-32-32330,32 - York Mills Term,,0,MDDS3225,375079,1,1,32
01250425-33,20250319,20250319-33-33641,33E - Georgetown GO,,1,MDDS3223,375093,1,1,33E
01250425-32,20250319,20250319-32-32321,32 - Trinity Common,,1,MDDS3223,375078,1,1,32
01250425-32,20250319,20250319-32-32300,32 - York Mills Term,,0,MDDS3223,375079,1,1,32
01250425-33,20250319,20250319-33-33671,33E - Georgetown GO,,1,MDDS3221,375093,1,1,33E
01250425-32,20250319,20250319-32-32351,32 - Trinity Common,,1,MDDS3221,375078,1,1,32
01250425-36,20250319,20250319-36-36340,36B - York Mills Term,,0,MDDS3221,375095,1,1,36B
01250425-32,20250319,20250319-32-32260,32 - York Mills Term,,0,MDDS3221,375079,1,1,32
01250425-41,20250319,20250319-41-41705,41D - Bramalea GO,,1,MDDS3219,375106,1,1,41D
01250425-41,20250319,20250319-41-41552,41B - Centennial College,,0,MDDS3219,375109,1,1,41B
01250425-17,20250319,20250319-17-17390,17 - Hamilton GO,,1,MDDS3219,374998,1,1,17
01250425-25,20250319,20250319-25-25311,25 - U of Waterloo,,1,MDDS3219,375046,1,1,25
01250425-21,20250319,20250319-21-21270,21C - Union Station,,0,MDDS3218,375025,1,1,21C
01250425-33,20250319,20250319-33-33170,33E - York Mills Term,,0,MDDS3218,375089,1,1,33E
01250425-41,20250319,20250319-41-41523,41C - Square One,,1,MDDS3216,375107,1,1,41C
01250425-41,20250319,20250319-41-41452,41B - Centennial College,,0,MDDS3216,375109,1,1,41B
01250425-40,20250319,20250319-40-40311,40 - Hamilton GO,,1,MDDS3216,375104,1,1,40
01250425-32,20250319,20250319-32-32230,32 - York Mills Term,,0,MDDS3216,375079,1,1,32
01250425-36,20250319,20250319-36-36651,36B - Bramalea Term,,1,MDDS3215,375096,1,1,36B
01250425-33,20250319,20250319-33-33521,33B - Mount Pleasant GO,,1,MDDS3215,375094,1,1,33B
01250425-32,20250319,20250319-32-32290,32 - York Mills Term,,0,MDDS3215,375079,1,1,32
01250425-32,20250319,20250319-32-32220,32 - York Mills Term,,0,MDDS3215,375079,1,1,32
01250425-33,20250319,20250319-33-33675,33B - Mount Pleasant GO,,1,MDDS3214,375094,1,1,33B
01250425-41,20250319,20250319-41-41423,41A - Square One,,1,MDDS3214,375105,1,1,41A
01250425-41,20250319,20250319-41-41242,41A - Pickering GO,,0,MDDS3214,375111,1,1,41A
01250425-32,20250319,20250319-32-32210,32 - York Mills Term,,0,MDDS3214,375079,1,1,32
01250425-29,20250319,20250319-29-29680,29A - Square One,,0,MDDS3213,375053,1,1,29A
01250425-33,20250319,20250319-33-33451,33 - U of Guelph,,1,MDDS3213,375088,1,1,33
01250425-32,20250319,20250319-32-32280,32 - York Mills Term,,0,MDDS3213,375079,1,1,32
01250425-32,20250319,20250319-32-32200,32 - York Mills Term,,0,MDDS3213,375079,1,1,32
01250425-32,20250319,20250319-32-32461,32 - Trinity Common,,1,MDDS3212,375078,1,1,32
01250425-41,20250319,20250319-41-41382,41B - Centennial College,,0,MDDS3212,375109,1,1,41B
01250425-40,20250319,20250319-40-40291,40 - Hamilton GO,,1,MDDS3212,375104,1,1,40
01250425-33,20250319,20250319-33-33202,33E - York Mills Term,,0,MDDS3212,375089,1,1,33E
01250425-33,20250319,20250319-33-33591,33B - Mount Pleasant GO,,1,MDDS3211,375094,1,1,33B
01250425-32,20250319,20250319-32-32440,32 - York Mills Term,,0,MDDS3211,375079,1,1,32
01250425-32,20250319,20250319-32-32281,32 - Trinity Common,,1,MDDS3211,375078,1,1,32
01250425-19,20250319,20250319-19-19250,19 - Finch Terminal,,0,MDDS3211,375024,1,1,19
01250425-36,20250319,20250319-36-36160,36B - York Mills Term,,0,MDDS3211,375095,1,1,36B
01250425-32,20250319,20250319-32-32541,32 - Trinity Common,,1,MDDS3210,375078,1,1,32
01250425-47,20250319,20250319-47-47416,47D - Hwy. 407 Bus Term,,0,MDDS3210,375118,1,1,47D
01250425-40,20250319,20250319-40-40331,40 - Hamilton GO,,1,MDDS3210,375104,1,1,40
01250425-32,20250319,20250319-32-32170,32 - York Mills Term,,0,MDDS3210,375079,1,1,32
01250425-30,20250319,20250319-30-30240,30 - Bramalea GO,,0,MDDS3209,375060,1,1,30
01250425-30,20250319,20250319-30-30123,30A - U of Waterloo,,1,MDDS3209,375059,1,1,30A
01250425-33,20250319,20250319-33-33621,33B - Mount Pleasant GO,,1,MDDS3208,375094,1,1,33B
01250425-41,20250319,20250319-41-41374,41C - Centennial College,,0,MDDS3208,375112,1,1,41C
01250425-25,20250319,20250319-25-25260,25 - Square One,,0,MDDS3208,375041,1,1,25
01250425-25,20250319,20250319-25-25141,25 - U of Waterloo,,1,MDDS3208,375046,1,1,25
01250425-32,20250319,20250319-32-32431,32 - Trinity Common,,1,MDDS3207,375078,1,1,32
01250425-16,20250319,20250319-16-16440,16 - Union Station,,0,MDDS3207,374995,1,1,16
01250425-47,20250319,20250319-47-47183,47D - McMaster U,,1,MDDS3207,375117,1,1,47D
01250425-32,20250319,20250319-32-32150,32 - York Mills Term,,0,MDDS3207,375079,1,1,32
01250425-29,20250319,20250319-29-29400,29 - Kipling Bus Terminal,,0,MDDS3206,375054,1,1,29
01250425-29,20250319,20250319-29-29231,29 - Guelph Central GO,,1,MDDS3206,375055,1,1,29
01250425-33,20250319,20250319-33-33100,33A - York Mills Term,,0,MDDS3206,375091,1,1,33A
01250425-25,20250319,20250319-25-25340,25 - Square One,,0,MDDS3205,375041,1,1,25
01250425-30,20250319,20250319-30-30261,30 - U of Waterloo,,1,MDDS3205,375057,1,1,30
01250425-33,20250319,20250319-33-33140,33E - York Mills Term,,0,MDDS3205,375089,1,1,33E
01250425-30,20250319,20250319-30-30320,30 - Bramalea GO,,0,MDDS3204,375060,1,1,30
01250425-30,20250319,20250319-30-30201,30 - U of Waterloo,,1,MDDS3204,375057,1,1,30
01250425-32,20250319,20250319-32-32120,32 - York Mills Term,,0,MDDS3204,375079,1,1,32
01250425-41,20250319,20250319-41-41136,41D - Centennial College,,0,MDDS3203,375113,1,1,41D
01250425-32,20250319,20250319-32-32110,32 - York Mills Term,,0,MDDS3203,375079,1,1,32
01250425-30,20250319,20250319-30-30360,30 - Bramalea GO,,0,MDDS3202,375060,1,1,30
01250425-30,20250319,20250319-30-30291,30 - U of Waterloo,,1,MDDS3202,375057,1,1,30
01250425-31,20250319,20250319-31-31081,31M - U of Guelph,,1,MDDS3202,375066,1,1,31M
01250425-25,20250319,20250319-25-25300,25 - Square One,,0,MDDS3201,375041,1,1,25
01250425-25,20250319,20250319-25-25203,25A - U of Waterloo,,1,MDDS3201,375048,1,1,25A
01250425-33,20250319,20250319-33-33090,33B - York Mills Term,,0,MDDS3201,375090,1,1,33B
01250425-94,20250319,20250319-94-94950,94 - Square One,,1,MDDS3155,375692,1,1,94
01250425-56,20250319,20250319-56-56841,56 - DC Oshawa GO,,0,MDDS3155,375131,1,1,56
01250425-19,20250319,20250319-19-19710,19 - Finch Terminal,,0,MDDS3155,375024,1,1,19
01250425-47,20250319,20250319-47-47634,47G - Erin Mills,,0,MDDS3155,375115,1,1,47G
01250425-29,20250319,20250319-29-29211,29A - U of Guelph,,1,MDDS3154,375056,1,1,29A
01250425-47,20250319,20250319-47-47153,47D - McMaster U,,1,MDDS3153,375117,1,1,47D
01250425-29,20250319,20250319-29-29161,29A - U of Guelph,,1,MDDS3152,375056,1,1,29A
01250425-47,20250319,20250319-47-47055,47G - McMaster U,,1,MDDS3151,375114,1,1,47G
01250425-41,20250319,20250319-41-41104,41C - Centennial College,,0,MDDS3150,375112,1,1,41C
01250425-56,20250319,20250319-56-56830,56 - Oakville GO,,1,MDDS3148,375128,1,1,56
01250425-56,20250319,20250319-56-56641,56 - DC Oshawa GO,,0,MDDS3148,375131,1,1,56
01250425-31,20250319,20250319-31-31961,31E - Georgetown GO,,1,MDDS3147,375063,1,1,31E
01250425-16,20250319,20250319-16-16930,16 - Union Station,,0,MDDS3147,374995,1,1,16
01250425-41,20250319,20250319-41-41781,41 - Hamilton GO,,1,MDDS3147,375110,1,1,41
01250425-36,20250319,20250319-36-36720,36B - York Mills Term,,0,MDDS3147,375095,1,1,36B
01250425-31,20250319,20250319-31-31881,31L - Bramalea GO,,1,MDDS3146,375062,1,1,31L
01250425-27,20250319,20250319-27-27821,27B - Meadowvale GO,,1,MDDS3146,375049,1,1,27B
01250425-47,20250319,20250319-47-47684,47D - Hwy. 407 Bus Term,,0,MDDS3146,375118,1,1,47D
01250425-47,20250319,20250319-47-47564,47G - Erin Mills,,0,MDDS3146,375115,1,1,47G
01250425-56,20250319,20250319-56-56760,56 - Oakville GO,,1,MDDS3145,375128,1,1,56
01250425-56,20250319,20250319-56-56511,56 - DC Oshawa GO,,0,MDDS3145,375131,1,1,56
01250425-21,20250319,20250319-21-21765,21A - Milton GO,,1,MDDS3143,375027,1,1,21A
01250425-29,20250319,20250319-29-29700,29 - Kipling Bus Terminal,,0,MDDS3143,375054,1,1,29
01250425-29,20250319,20250319-29-29461,29 - Guelph Central GO,,1,MDDS3143,375055,1,1,29
01250425-47,20250319,20250319-47-47810,47 - Hwy. 407 Bus Term,,0,MDDS3141,375116,1,1,47
01250425-18,20250319,20250319-18-18721,18 - Hamilton GO,,1,MDDS3141,374999,1,1,18
01250425-11,20250319,20250319-11-11770,11 - Aldershot GO,,0,MDDS3141,374984,1,1,11
01250425-11,20250319,20250319-11-11371,11 - Brock University,,1,MDDS3141,374985,1,1,11
01250425-56,20250319,20250319-56-56630,56 - Oakville GO,,1,MDDS3138,375128,1,1,56
01250425-56,20250319,20250319-56-56411,56 - DC Oshawa GO,,0,MDDS3138,375131,1,1,56
01250425-41,20250319,20250319-41-41493,41C - Square One,,1,MDDS3136,375107,1,1,41C
01250425-41,20250319,20250319-41-41402,41B - Centennial College,,0,MDDS3136,375109,1,1,41B
01250425-27,20250319,20250319-27-27701,27B - Meadowvale GO,,1,MDDS3135,375049,1,1,27B
01250425-27,20250319,20250319-27-27630,27A - Finch Terminal,,0,MDDS3135,375052,1,1,27A
01250425-21,20250319,20250319-21-21465,21A - Milton GO,,1,MDDS3135,375027,1,1,21A
01250425-21,20250319,20250319-21-21412,21E - Union Station,,0,MDDS3135,375037,1,1,21E
01250425-21,20250319,20250319-21-21763,21B - Lisgar GO,,1,MDDS3134,375033,1,1,21B
01250425-16,20250319,20250319-16-16740,16 - Union Station,,0,MDDS3134,374995,1,1,16
01250425-17,20250319,20250319-17-17520,17 - Hamilton GO,,1,MDDS3134,374998,1,1,17
01250425-25,20250319,20250319-25-25391,25 - U of Waterloo,,1,MDDS3134,375046,1,1,25
01250425-29,20250319,20250319-29-29720,29A - Square One,,0,MDDS3131,375053,1,1,29A
01250425-33,20250319,20250319-33-33501,33 - U of Guelph,,1,MDDS3131,375088,1,1,33
01250425-33,20250319,20250319-33-33362,33B - York Mills Term,,0,MDDS3131,375090,1,1,33B
01250425-25,20250319,20250319-25-25600,25 - Square One,,0,MDDS3130,375041,1,1,25
01250425-17,20250319,20250319-17-17441,17 - U of Waterloo,,0,MDDS3130,374997,1,1,17
